;Участники
11033;1
11034;4
11035;4
11036;4
11037;1
11038;4
11039;2
11040;5
11041;3
11042;1
11043;1
11044;2
11045;4
11046;3
11047;6
11048;2
11049;6
11050;2
11051;3
11052;2
11053;4
11054;4
11055;3
11056;3
11057;1
11058;2
11059;6
11060;8
11061;2
11062;2
11063;1
11064;1
11065;3
11066;3
11067;1
11068;3
11069;3
11070;4
11071;3
11072;6
11073;3
11074;3
11075;3
11076;2
11077;7
11078;3
11079;6
11080;4
11081;5
11082;2
11083;8
11084;2
11085;6
11086;3
11087;1
11088;2
11089;2
11090;4
11091;2
11092;3
11093;2
11094;5
11095;4
11096;6
11097;4
11098;5
11099;7
11100;3
11101;2
11102;3
11103;2
11104;2
11105;3
11106;3
11107;5
11108;4
11109;3
11110;3
11111;3
11112;2
11113;5
11114;1
11115;2
11116;5
11117;1
11118;2
11119;2
11120;2
11121;5
11122;8
11123;3
11124;3
11125;1
11126;2
11127;4
11128;5
11129;4
11130;5
11131;3
11132;5
11133;2
11134;1
11135;2
11136;5
11137;2
11138;3
11139;1
11140;6
11141;3
11142;5
11143;3
11144;4
11145;5
11146;3
11147;4
11148;4
11149;4
11150;5
11151;5
11152;8
11153;5
11154;3
11155;1
11156;2
11157;1
11158;5
11159;1
11160;5
11161;2
11162;4
11163;2
11164;2
11165;6
11166;3
11167;4
11168;2
11169;3
11170;4
11171;2
11172;3
11173;5
11174;5
11175;1
11176;4
11177;1
11178;4
11179;5
11180;6
11181;3
11182;5
11183;4
11184;1
11185;5
11186;2
11187;4
11188;5
11189;5
11190;3
11191;4
11192;2
11193;2
11194;0
11195;2
11196;2
11197;6
11198;4
11199;2
11200;3
11201;2
11202;5
11203;3
11204;4
11205;5
11206;6
11207;5
11208;5
11209;3
11210;8
11211;1
11212;1
11213;1
11214;1
11215;1
11216;4
11217;4
11218;5
11219;2
11220;2
11221;4
11222;4
11223;4
11224;3
11225;1
11226;6
11227;2
11228;3
11229;4
11230;7
11231;4
11232;4
11233;6
11234;6
11235;4
11236;5
11237;5
11238;3
11239;5
11240;4
11241;4
11242;2
11243;2
11244;1
11245;3
11246;4
11247;2
11248;4
11249;5
11250;6
11251;2
11252;3
11253;4
11254;2
11255;5
11256;2
11257;0
11258;6
11259;2
11260;3
11261;2
11262;3
11263;6
11264;3
11265;5
11266;3
11267;2
11268;2
11269;4
11270;3
11271;0
11272;2
11273;3
11274;4
11275;1
11276;7
11277;5
11278;3
11279;4
11280;4
11281;2
11282;4
11283;4
11284;6
11285;2
11286;3
11287;1
11288;2
11289;0
11290;1
11291;8
11292;0
11293;2
11294;2
11295;0
11296;5
11297;4
11298;6
11299;4
11300;3
11301;3
11302;4
11303;0
11304;3
11305;4
11306;3
11307;3
11308;3
11309;5
11310;3
11311;7
11312;4
11313;2
11314;3
11315;4
11316;2
11317;4
11318;7
11319;4
11320;1
11321;3
11322;3
11323;2
11324;2
11325;4
11326;3
11327;3
11328;2
11329;4
11330;1
11331;2
11332;6
11333;5
11334;3
11335;3
11336;4
11337;6
11338;2
11339;4
11340;4
11341;1
11342;4
11343;4
11344;3
11345;3
11346;6
11347;4
11348;4
11349;1
11350;3
11351;3
11352;3
11353;3
11354;8
11355;2
11356;10
11357;1
11358;2
11359;5
11360;4
11361;4
11362;2
11363;2
11364;3
11365;4
11366;8
11367;2
11368;2
11369;4
11370;2
11371;4
11372;0
11373;2
11374;4
11375;2
11376;4
11377;1
11378;4
11379;3
11380;3
11381;3
11382;5
11383;1
11384;2
11385;4
11386;3
11387;3
11388;2
11389;1
11390;3
11391;5
11392;1
11393;3
11394;3
11395;3
11396;5
11397;0
11398;2
11399;2
11400;5
11401;5
11402;5
11403;5
11404;3
11405;4
11406;2
11407;1
11408;1
11409;7
11410;5
11411;2
11412;3
11413;4
11414;1
11415;3
11416;2
11417;6
11418;3
11419;3
11420;4
11421;4
11422;2
11423;3
11424;2
11425;1
11426;6
11427;0
11428;1
11429;2
11430;3
11431;3
11432;1
11433;1
11434;0
11435;3
11436;1
11437;2
11438;2
11439;6
11440;2
11441;3
11442;6
11443;2
11444;2
11445;2
11446;5
11447;3
11448;3
11449;3
11450;6
11451;3
11452;4
11453;5
11454;2
11455;4
11456;4
11457;1
11458;3
11459;3
11460;3
11461;3
11462;4
11463;3
11464;4
11465;3
11466;4
11467;2
11468;1
11469;5
11470;4
11471;5
11472;2
11473;4
11474;3
11475;1
11476;4
11477;5
11478;5
11479;2
11480;5
11481;5
11482;2
11483;1
11484;4
11485;2
11486;5
11487;2
11488;2
11489;2
11490;3
11491;3
11492;4
11493;7
11494;4
11495;4
11496;5
11497;3
11498;3
11499;2
11500;4
11501;1
11502;5
11503;4
11504;0
11505;5
11506;3
11507;3
11508;4
11509;3
11510;2
11511;2
11512;0
11513;3
11514;1
11515;2
11516;5
11517;3
11518;3
11519;2
11520;1
11521;5
11522;4
11523;4
11524;3
11525;2
11526;5
11527;6
11528;5
11529;2
11530;4
11531;6
11532;3
11533;3
11534;3
11535;4
11536;2
11537;4
11538;2
11539;3
11540;5
11541;5
11542;5
11543;2
11544;3
11545;2
11546;1
11547;2
11548;5
11549;5
11550;3
11551;3
11552;3
11553;4
11554;6
11555;5
11556;3
11557;9
11558;5
11559;5
11560;1
11561;4
11562;6
11563;5
11564;4
11565;3
11566;2
11567;1
11568;5
11569;7
11570;0
11571;6
11572;3
11573;2
11574;2
11575;2
11576;3
11577;3
11578;4
11579;2
11580;2
11581;5
11582;4
11583;2
11584;9
11585;6
11586;4
11587;5
11588;2
11589;6
11590;3
11591;1
11592;4
11593;6
11594;1
11595;2
11596;3
11597;9
11598;4
11599;2
11600;5
11601;5
11602;4
11603;2
11604;4
11605;2
11606;2
11607;2
11608;7
11609;3
11610;5
11611;2
11612;4
11613;2
11614;4
11615;2
11616;4
11617;4
11618;6
11619;3
11620;4
11621;5
11622;6
11623;3
11624;1
11625;1
11626;5
11627;3
11628;3
11629;2
11630;0
11631;4
11632;4
11633;4
11634;5
11635;1
11636;0
11637;4
11638;2
11639;3
11640;4
11641;2
11642;2
11643;2
11644;4
11645;6
11646;4
11647;3
11648;5
11649;4
11650;4
11651;3
11652;5
11653;4
11654;4
11655;3
11656;2
11657;2
11658;2
11659;2
11660;3
11661;2
11662;3
11663;2
11664;0
11665;6
11666;4
11667;5
11668;6
11669;1
11670;2
11671;5
11672;4
11673;5
11674;1
11675;3
11676;5
11677;1
11678;2
11679;2
11680;3
11681;3
11682;5
11683;3
11684;5
11685;5
11686;5
11687;4
11688;4
11689;5
11690;3
11691;3
11692;1
11693;3
11694;1
11695;4
11696;4
11697;3
11698;1
11699;3
11700;3
11701;5
11702;0
11703;2
11704;3
11705;4
11706;3
11707;4
11708;4
11709;6
11710;3
11711;1
11712;1
11713;4
11714;4
11715;4
11716;5
11717;1
11718;4
11719;4
11720;2
11721;4
11722;7
11723;0
11724;4
11725;6
11726;2
11727;3
11728;3
11729;3
11730;4
11731;3
11732;2
11733;2
11734;5
11735;5
11736;3
11737;1
11738;3
11739;2
11740;5
11741;0
11742;1
11743;2
11744;4
11745;4
11746;1
11747;2
11748;1
11749;3
11750;2
11751;2
11752;3
11753;3
11754;4
11755;3
11756;3
11757;3
11758;2
11759;2
11760;2
11761;3
11762;1
11763;1
11764;4
11765;2
11766;5
11767;3
11768;5
11769;3
11770;2
11771;6
11772;2
11773;4
11774;5
11775;3
11776;4
11777;1
11778;1
11779;1
11780;3
11781;2
11782;5
11783;2
11784;3
11785;3
11786;12
11787;5
11788;4
11789;6
11790;2
11791;5
11792;3
11793;4
11794;3
11795;3
11796;5
11797;1
11798;2
11799;3
11800;3
11801;2
11802;3
11803;4
11804;3
11805;6
11806;5
11807;2
11808;4
11809;0
11810;3
11811;5
11812;1
11813;2
11814;4
11815;5
11816;3
11817;1
11818;0
11819;5
11820;6
11821;2
11822;0
11823;6
11824;3
11825;4
11826;2
11827;1
11828;2
11829;4
11830;5
11831;3
11832;2
11833;6
11834;6
11835;4
11836;4
11837;5
11838;7
11839;5
11840;3
11841;3
11842;3
11843;1
11844;1
11845;3
11846;2
11847;5
11848;5
11849;1
11850;3
11851;3
11852;5
11853;2
11854;6
11855;5
11856;3
11857;3
11858;3
11859;7
11860;2
11861;2
11862;4
11863;6
11864;4
11865;1
11866;2
11867;4
11868;6
11869;3
11870;4
11871;1
11872;2
11873;7
11874;2
11875;4
11876;2
11877;3
11878;5
11879;2
11880;2
11881;2
11882;4
11883;5
11884;4
11885;5
11886;2
11887;1
11888;4
11889;6
11890;5
11891;2
11892;5
11893;7
11894;6
11895;2
11896;2
11897;2
11898;2
11899;3
11900;5
11901;3
11902;3
11903;3
11904;0
11905;4
11906;7
11907;7
11908;1
11909;2
11910;6
11911;4
11912;5
11913;1
11914;3
11915;3
11916;3
11917;3
11918;6
11919;1
11920;1
11921;2
11922;3
11923;5
11924;4
11925;3
11926;3
11927;2
11928;2
11929;3
11930;3
11931;4
11932;2
11933;4
11934;3
11935;5
11936;2
11937;3
11938;4
11939;4
11940;1
11941;2
11942;5
11943;4
11944;3
11945;1
11946;4
11947;2
11948;2
11949;4
11950;5
11951;5
11952;4
11953;2
11954;3
11955;4
11956;2
11957;5
11958;3
11959;4
11960;3
11961;3
11962;1
11963;3
11964;1
11965;1
11966;2
11967;4
11968;3
11969;2
11970;4
11971;2
11972;0
11973;2
11974;1
11975;4
11976;4
11977;2
11978;2
11979;5
11980;3
11981;3
11982;3
11983;3
11984;1
11985;6
11986;4
11987;3
11988;8
11989;3
11990;2
11991;2
11992;5
11993;5
11994;0
11995;2
11996;6
11997;6
11998;6
11999;1
12000;4
12001;6
12002;5
12003;0
12004;5
12005;4
12006;3
12007;2
12008;1
12009;4
12010;5
12011;1
12012;1
12013;4
12014;2
12015;1
12016;7
12017;1
12018;4
12019;2
12020;3
12021;2
12022;4
12023;6
12024;2
12025;3
12026;4
12027;2
12028;2
12029;2
12030;2
12031;5
12032;2
12033;2
12034;1
12035;4
12036;3
12037;4
12038;3
12039;2
12040;1
12041;5
12042;4
12043;2
12044;3
12045;3
12046;4
12047;1
12048;2
12049;2
12050;4
12051;2
12052;1
12053;1
12054;3
12055;1
12056;2
12057;3
12058;3
12059;5
12060;3
12061;5
12062;3
12063;1
12064;4
12065;3
12066;2
12067;1
12068;1
12069;4
12070;11
12071;3
12072;4
12073;5
12074;4
12075;4
12076;4
12077;2
12078;2
12079;2
12080;0
12081;3
12082;4
12083;1
12084;4
12085;3
12086;4
12087;4
12088;5
12089;4
12090;3
12091;1
12092;3
12093;4
12094;3
12095;2
12096;3
12097;4
12098;4
12099;3
12100;5
12101;3
12102;5
12103;4
12104;2
12105;0
12106;2
12107;4
12108;3
12109;1
12110;7
12111;4
12112;3
12113;3
12114;5
12115;6
12116;0
12117;1
12118;7
12119;0
12120;4
12121;3
12122;4
12123;4
12124;3
12125;3
12126;1
12127;3
12128;2
12129;5
12130;5
12131;3
12132;3
12133;8
12134;5
12135;3
12136;5
12137;5
12138;7
12139;4
12140;3
12141;4
12142;3
12143;2
12144;3
12145;5
12146;6
12147;5
12148;4
12149;5
12150;1
12151;4
12152;1
12153;4
12154;1
12155;5
12156;2
12157;5
12158;1
12159;4
12160;3
12161;2
12162;5
12163;4
12164;4
12165;1
12166;5
12167;2
12168;2
12169;2
12170;2
12171;1
12172;3
12173;3
12174;4
12175;4
12176;1
12177;3
12178;3
12179;2
12180;3
12181;3
12182;4
12183;2
12184;2
12185;3
12186;2
12187;2
12188;4
12189;5
12190;3
12191;2
12192;3
12193;3
12194;0
12195;2
12196;2
12197;3
12198;7
12199;3
12200;5
12201;5
12202;2
12203;2
12204;7
12205;2
12206;4
12207;5
12208;3
12209;3
12210;2
12211;3
12212;3
12213;4
12214;3
12215;3
12216;1
12217;3
12218;2
12219;1
12220;3
12221;2
12222;3
12223;3
12224;2
12225;2
12226;7
12227;3
12228;3
12229;0
12230;4
12231;1
12232;3
12233;4
12234;2
12235;6
12236;3
12237;4
12238;2
12239;3
12240;3
12241;1
12242;4
12243;3
12244;2
12245;3
12246;5
12247;3
12248;4
12249;1
12250;3
12251;3
12252;1
12253;6
12254;5
12255;2
12256;2
12257;5
12258;3
12259;3
12260;1
12261;3
12262;8
12263;3
12264;1
12265;2
12266;1
12267;5
12268;4
12269;2
12270;3
12271;3
12272;8
12273;4
12274;6
12275;1
12276;2
12277;2
12278;5
12279;4
12280;0
12281;5
12282;1
12283;4
12284;3
12285;5
12286;5
12287;2
12288;3
12289;2
12290;4
12291;5
12292;3
12293;3
12294;2
12295;6
12296;4
12297;2
12298;3
12299;2
12300;7
12301;4
12302;4
12303;3
12304;4
12305;4
12306;5
12307;4
12308;5
12309;5
12310;4
12311;4
12312;2
12313;4
12314;3
12315;3
12316;4
12317;6
12318;2
12319;3
12320;2
12321;3
12322;4
12323;3
12324;1
12325;2
12326;2
12327;5
12328;3
12329;4
12330;2
12331;2
12332;0
12333;3
12334;5
12335;5
12336;2
12337;6
12338;4
12339;3
12340;2
12341;7
12342;4
12343;4
12344;3
12345;3
12346;6
12347;4
12348;4
12349;3
12350;3
12351;3
12352;3
12353;3
12354;6
12355;2
12356;1
12357;7
12358;4
12359;8
12360;1
12361;2
12362;4
12363;2
12364;2
12365;2
12366;2
12367;4
12368;3
12369;2
12370;0
12371;5
12372;1
12373;2
12374;4
12375;1
12376;3
12377;5
12378;4
12379;8
12380;3
12381;1
12382;4
12383;2
12384;2
12385;4
12386;4
12387;5
12388;3
12389;5
12390;1
12391;5
12392;1
12393;6
12394;4
12395;6
12396;3
12397;4
12398;4
12399;3
12400;2
12401;2
12402;2
12403;4
12404;5
12405;6
12406;3
12407;3
12408;6
12409;0
12410;2
12411;3
12412;8
12413;1
12414;4
12415;5
12416;2
12417;4
12418;4
12419;1
12420;4
12421;3
12422;2
12423;3
12424;2
12425;2
12426;5
12427;3
12428;4
12429;2
12430;3
12431;4
12432;5
12433;3
12434;1
12435;6
12436;3
12437;2
12438;3
12439;4
12440;3
12441;2
12442;1
12443;2
12444;2
12445;5
12446;4
12447;2
12448;2
12449;2
12450;2
12451;3
12452;2
12453;4
12454;3
12455;1
12456;4
12457;6
12458;3
12459;2
12460;5
12461;2
12462;2
12463;7
12464;3
12465;5
12466;1
12467;5
12468;3
12469;2
12470;2
12471;1
12472;2
12473;1
12474;3
12475;3
12476;2
12477;2
12478;4
12479;6
12480;4
12481;6
12482;2
12483;5
12484;3
12485;5
12486;1
12487;2
12488;3
12489;7
12490;4
12491;5
12492;4
12493;0
12494;4
12495;3
12496;2
12497;5
12498;3
12499;4
12500;4
12501;4
12502;2
12503;3
12504;2
12505;4
12506;6
12507;3
12508;3
12509;4
12510;3
12511;7
12512;2
12513;3
12514;4
12515;5
12516;4
12517;6
12518;2
12519;4
12520;3
12521;3
12522;5
12523;4
12524;3
12525;3
12526;3
12527;4
12528;4
12529;5
12530;5
12531;4
12532;3
12533;3
12534;1
12535;2
12536;2
12537;5
12538;2
12539;4
12540;3
12541;1
12542;3
12543;2
12544;4
12545;2
12546;2
12547;0
12548;1
12549;4
12550;2
12551;3
12552;2
12553;5
12554;2
12555;2
12556;2
12557;3
12558;3
12559;0
12560;4
12561;5
12562;6
12563;3
12564;5
12565;3
12566;2
12567;5
12568;5
12569;2
12570;5
12571;5
12572;1
12573;5
12574;4
12575;4
12576;5
12577;3
12578;3
12579;2
12580;3
12581;3
12582;3
12583;6
12584;4
12585;3
12586;2
12587;3
12588;2
12589;0
12590;5
12591;6
12592;2
12593;3
12594;2
12595;4
12596;2
12597;4
12598;5
12599;4
12600;2
12601;2
12602;6
12603;6
12604;1
12605;2
12606;4
12607;6
12608;0
12609;4
12610;4
12611;2
12612;5
12613;4
12614;1
12615;4
12616;1
12617;2
12618;4
12619;5
12620;0
12621;3
12622;5
12623;5
12624;2
12625;3
12626;3
12627;3
12628;2
12629;8
12630;8
12631;1
12632;1
12633;2
12634;4
12635;3
12636;3
12637;7
12638;3
12639;3
12640;3
12641;1
12642;4
12643;4
12644;2
12645;4
12646;2
12647;3
12648;1
12649;2
12650;2
12651;2
12652;3
12653;5
12654;2
12655;1
12656;5
12657;2
12658;5
12659;5
12660;3
12661;3
12662;3
12663;6
12664;2
12665;3
12666;4
12667;3
12668;3
12669;3
12670;7
12671;2
12672;2
12673;2
12674;3
12675;2
12676;3
12677;2
12678;3
12679;4
12680;2
12681;3
12682;2
12683;1
12684;5
12685;3
12686;1
12687;3
12688;3
12689;2
12690;4
12691;4
12692;4
12693;4
12694;5
12695;2
12696;1
12697;0
12698;5
12699;2
12700;4
12701;4
12702;2
12703;5
12704;4
12705;2
12706;1
12707;3
12708;2
12709;2
12710;3
12711;5
12712;3
12713;2
12714;2
12715;5
12716;5
12717;3
12718;2
12719;5
12720;3
12721;1
12722;4
12723;7
12724;3
12725;4
12726;5
12727;2
12728;4
12729;9
12730;3
12731;4
12732;3
12733;2
12734;6
12735;2
12736;4
12737;4
12738;3
12739;5
12740;5
12741;1
12742;4
12743;2
12744;3
12745;4
12746;4
12747;5
12748;5
12749;6
12750;4
12751;1
12752;3
12753;2
12754;2
12755;3
12756;2
12757;2
12758;4
12759;5
12760;4
12761;2
12762;8
12763;3
12764;4
12765;2
12766;6
12767;5
12768;3
12769;6
12770;5
12771;3
12772;2
12773;6
12774;1
12775;5
12776;3
12777;3
12778;3
12779;5
12780;0
12781;4
12782;2
12783;4
12784;2
12785;5
12786;1
12787;0
12788;4
12789;3
12790;2
12791;0
12792;2
12793;0
12794;4
12795;6
12796;5
12797;6
12798;3
12799;4
12800;3
12801;3
12802;1
12803;5
12804;3
12805;4
12806;2
12807;5
12808;3
12809;3
12810;2
12811;2
12812;2
12813;4
12814;5
12815;4
12816;6
12817;4
12818;1
12819;4
12820;4
12821;4
12822;4
12823;2
12824;3
12825;2
12826;4
12827;4
12828;2
12829;3
12830;0
12831;3
12832;1
12833;2
12834;3
12835;3
12836;6
12837;6
12838;3
12839;6
12840;3
12841;2
12842;3
12843;2
12844;2
12845;2
12846;4
12847;3
12848;2
12849;5
12850;2
12851;4
12852;5
12853;1
12854;4
12855;3
12856;3
12857;3
12858;3
12859;3
12860;3
12861;4
12862;1
12863;5
12864;3
12865;5
12866;3
12867;4
12868;2
12869;5
12870;3
12871;1
12872;1
12873;3
12874;2
12875;2
12876;4
12877;2
12878;3
12879;4
12880;1
12881;1
12882;8
12883;1
12884;4
12885;2
12886;2
12887;4
12888;3
12889;3
12890;2
12891;3
12892;2
12893;5
12894;6
12895;3
12896;4
12897;6
12898;2
12899;2
12900;2
12901;3
12902;2
12903;1
12904;3
12905;6
12906;4
12907;5
12908;2
12909;3
12910;2
12911;2
12912;7
12913;1
12914;3
12915;2
12916;5
12917;5
12918;2
12919;2
12920;0
12921;4
12922;3
12923;1
12924;4
12925;2
12926;6
12927;5
12928;2
12929;5
12930;4
12931;2
12932;3
12933;3
12934;2
12935;4
12936;2
12937;2
12938;4
12939;6
12940;3
12941;1
12942;1
12943;2
12944;5
12945;1
12946;4
12947;3
12948;8
12949;2
12950;3
12951;6
12952;5
12953;4
12954;3
12955;5
12956;2
12957;2
12958;4
12959;4
12960;3
12961;3
12962;3
12963;4
12964;5
12965;5
12966;5
12967;3
12968;4
12969;3
12970;3
12971;5
12972;3
12973;6
12974;3
12975;2
12976;3
12977;2
12978;5
12979;5
12980;4
12981;3
12982;4
12983;5
12984;4
12985;3
12986;7
12987;5
12988;3
12989;2
12990;2
12991;3
12992;3
12993;2
12994;4
12995;5
12996;5
12997;3
12998;3
12999;3
13000;3
13001;5
13002;4
13003;1
13004;4
13005;3
13006;3
13007;6
13008;5
13009;3
13010;2
13011;2
13012;3
13013;3
13014;3
13015;3
13016;2
13017;4
13018;1
13019;4
13020;5
13021;4
13022;1
13023;4
13024;3
13025;5
13026;3
13027;5
13028;4
13029;4
13030;2
13031;5
13032;4
13033;4
13034;3
13035;4
13036;1
13037;1
13038;2
13039;2
13040;5
13041;2
13042;2
13043;2
13044;4
13045;0
13046;1
13047;2
13048;3
13049;4
13050;1
13051;4
13052;4
13053;4
13054;2
13055;4
13056;3
13057;4
13058;4
13059;3
13060;4
13061;6
13062;4
13063;5
13064;1
13065;3
13066;3
13067;5
13068;4
13069;4
13070;4
13071;3
13072;5
13073;2
13074;3
13075;2
13076;3
13077;1
13078;2
13079;2
13080;3
13081;3
13082;2
13083;3
13084;6
13085;3
13086;5
13087;3
13088;2
13089;3
13090;5
13091;4
13092;4
13093;3
13094;4
13095;3
13096;6
13097;2
13098;1
13099;3
13100;5
13101;5
13102;3
13103;2
13104;1
13105;4
13106;5
13107;7
13108;2
13109;3
13110;4
13111;2
13112;3
13113;4
13114;4
13115;3
13116;2
13117;2
13118;1
13119;2
13120;1
13121;6
13122;2
13123;2
13124;3
13125;1
13126;3
13127;4
13128;2
13129;1
13130;3
13131;3
13132;2
13133;5
13134;2
13135;6
13136;1
13137;2
13138;4
13139;4
13140;6
13141;3
13142;2
13143;1
13144;3
13145;3
13146;3
13147;3
13148;1
13149;5
13150;1
13151;6
13152;0
13153;3
13154;2
13155;4
13156;4
13157;4
13158;6
13159;0
13160;5
13161;6
13162;2
13163;1
13164;4
13165;2
13166;4
13167;3
13168;8
13169;4
13170;1
13171;3
13172;2
13173;0
13174;2
13175;2
13176;4
13177;3
13178;3
13179;3
13180;2
13181;1
13182;2
13183;1
13184;2
13185;4
13186;1
13187;1
13188;1
13189;1
13190;4
13191;4
13192;3
13193;2
13194;3
13195;2
13196;2
13197;3
13198;2
13199;5
13200;4
13201;4
13202;1
13203;5
13204;3
13205;6
13206;6
13207;4
13208;1
13209;2
13210;3
13211;5
13212;3
13213;4
13214;3
13215;5
13216;4
13217;7
13218;3
13219;2
13220;4
13221;3
13222;4
13223;2
13224;6
13225;4
13226;2
13227;4
13228;4
13229;3
13230;3
13231;2
13232;4
13233;2
13234;4
13235;5
13236;3
13237;5
13238;0
13239;2
13240;3
13241;1
13242;3
13243;2
13244;1
13245;3
13246;1
13247;3
13248;4
13249;2
13250;2
13251;6
13252;3
13253;4
13254;3
13255;1
13256;3
13257;4
13258;2
13259;3
13260;3
13261;2
13262;4
13263;3
13264;1
13265;2
13266;3
13267;2
13268;4
13269;2
13270;2
13271;2
13272;3
13273;3
13274;5
13275;1
13276;2
13277;3
13278;4
13279;4
13280;2
13281;4
13282;5
13283;1
13284;2
13285;3
13286;1
13287;2
13288;2
13289;5
13290;3
13291;4
13292;3
13293;5
13294;1
13295;1
13296;6
13297;3
13298;2
13299;5
13300;2
13301;3
13302;7
13303;3
13304;4
13305;0
13306;4
13307;6
13308;4
13309;3
13310;5
13311;6
13312;3
13313;2
13314;2
13315;2
13316;4
13317;4
13318;5
13319;4
13320;1
13321;2
13322;2
13323;3
13324;3
13325;2
13326;2
13327;3
13328;4
13329;3
13330;5
13331;5
13332;3
13333;2
13334;3
13335;1
13336;4
13337;3
13338;2
13339;2
13340;1
13341;5
13342;3
13343;2
13344;3
13345;5
13346;5
13347;1
13348;2
13349;6
13350;2
13351;3
13352;5
13353;4
13354;4
13355;3
13356;5
13357;1
13358;6
13359;3
13360;6
13361;3
13362;1
13363;4
13364;4
13365;3
13366;3
13367;4
13368;6
13369;4
13370;6
13371;0
13372;3
13373;4
13374;5
13375;2
13376;3
13377;2
13378;3
13379;5
13380;1
13381;2
13382;4
13383;3
13384;5
13385;3
13386;2
13387;5
13388;4
13389;1
13390;2
13391;8
13392;5
13393;1
13394;3
13395;6
13396;5
13397;3
13398;5
13399;8
13400;4
13401;2
13402;4
13403;5
13404;3
13405;3
13406;3
13407;3
13408;2
13409;3
13410;2
13411;3
13412;6
13413;4
13414;1
13415;4
13416;4
13417;4
13418;1
13419;4
13420;3
13421;3
13422;5
13423;10
13424;6
13425;4
13426;4
13427;6
13428;4
13429;3
13430;0
13431;2
13432;1
13433;2
13434;4
13435;3
13436;5
13437;0
13438;2
13439;5
13440;3
13441;3
13442;3
13443;3
13444;4
13445;5
13446;3
13447;3
13448;4
13449;5
13450;2
13451;5
13452;5
13453;4
13454;4
13455;0
13456;5
13457;5
13458;4
13459;2
13460;1
13461;2
13462;4
13463;2
13464;2
13465;3
13466;4
13467;3
13468;5
13469;2
13470;2
13471;3
13472;3
13473;2
13474;2
13475;2
13476;1
13477;4
13478;4
13479;6
13480;4
13481;7
13482;5
13483;3
13484;2
13485;6
13486;4
13487;2
13488;3
13489;3
13490;5
13491;2
13492;4
13493;3
13494;6
13495;2
13496;4
13497;4
13498;5
13499;5
13500;6
13501;2
13502;2
13503;5
13504;2
13505;3
13506;5
13507;5
13508;4
13509;6
13510;6
13511;5
13512;2
13513;4
13514;8
13515;5
13516;4
13517;4
13518;1
13519;5
13520;3
13521;3
13522;4
13523;0
13524;6
13525;1
13526;4
13527;2
13528;2
13529;2
13530;5
13531;5
13532;5
13533;2
13534;2
13535;2
13536;4
13537;2
13538;3
13539;5
13540;3
13541;3
13542;2
13543;6
13544;5
13545;4
13546;3
13547;4
13548;0
13549;4
13550;0
13551;3
13552;1
13553;4
13554;6
13555;3
13556;3
13557;4
13558;2
13559;4
13560;1
13561;5
13562;1
13563;5
13564;6
13565;2
13566;2
13567;3
13568;5
13569;2
13570;4
13571;6
13572;5
13573;1
13574;4
13575;2
13576;3
13577;4
13578;6
13579;4
13580;4
13581;3
13582;3
13583;4
13584;5
13585;4
13586;3
13587;4
13588;6
13589;5
13590;6
13591;7
13592;4
13593;6
13594;2
13595;1
13596;5
13597;2
13598;3
13599;4
13600;3
13601;4
13602;3
13603;2
13604;7
13605;1
13606;2
13607;3
13608;4
13609;2
13610;2
13611;3
13612;3
13613;6
13614;5
13615;2
13616;6
13617;2
13618;4
13619;3
13620;2
13621;3
13622;5
13623;4
13624;2
13625;4
13626;2
13627;3
13628;1
13629;6
13630;4
13631;7
13632;3
13633;2
13634;2
13635;7
13636;2
13637;5
13638;2
13639;4
13640;7
13641;1
13642;3
13643;5
13644;4
13645;3
13646;3
13647;3
13648;3
13649;1
13650;1
13651;6
13652;2
13653;3
13654;3
13655;3
13656;7
13657;2
13658;4
13659;4
13660;2
13661;4
13662;3
13663;4
13664;1
13665;1
13666;2
13667;3
13668;4
13669;6
13670;4
13671;3
13672;4
13673;3
13674;7
13675;1
13676;1
13677;2
13678;5
13679;4
13680;3
13681;2
13682;5
13683;3
13684;5
13685;4
13686;2
13687;3
13688;1
13689;3
13690;6
13691;0
13692;3
13693;2
13694;6
13695;4
13696;3
13697;3
13698;4
13699;1
13700;4
13701;4
13702;2
13703;3
13704;2
13705;5
13706;4
13707;8
13708;4
13709;4
13710;2
13711;4
13712;1
13713;2
13714;1
13715;5
13716;3
13717;6
13718;5
13719;1
13720;2
13721;2
13722;1
13723;3
13724;4
13725;4
13726;3
13727;2
13728;6
13729;7
13730;3
13731;2
13732;2
13733;6
13734;1
13735;2
13736;4
13737;3
13738;5
13739;4
13740;6
13741;2
13742;3
13743;4
13744;2
13745;3
13746;3
13747;2
13748;1
13749;4
13750;3
13751;2
13752;4
13753;3
13754;5
13755;2
13756;1
13757;3
13758;3
13759;5
13760;7
13761;3
13762;0
13763;5
13764;1
13765;3
13766;2
13767;2
13768;1
13769;6
13770;3
13771;4
13772;2
13773;6
13774;3
13775;3
13776;3
13777;3
13778;3
13779;3
13780;8
13781;5
13782;3
13783;6
13784;2
13785;2
13786;6
13787;1
13788;3
13789;3
13790;3
13791;2
13792;2
13793;4
13794;3
13795;0
13796;3
13797;2
13798;2
13799;4
13800;1
13801;0
13802;2
13803;1
13804;2
13805;3
13806;3
13807;2
13808;0
13809;6
13810;1
13811;4
13812;7
13813;3
13814;2
13815;3
13816;5
13817;5
13818;3
13819;3
13820;3
13821;2
13822;3
13823;2
13824;3
13825;1
13826;4
13827;5
13828;6
13829;1
13830;2
13831;1
